unnamed:_0,area,item,year,hg_ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,cluster
25412,Spain,Potatoes,2000,259196,636.0,34597.0,17.15,1
25413,Spain,Potatoes,2000,259196,636.0,34597.0,12.2,1
25414,Spain,Potatoes,2000,259196,636.0,34597.0,17.47,1
25415,Spain,"Rice, paddy",2000,70661,636.0,34597.0,17.15,1
25416,Spain,"Rice, paddy",2000,70661,636.0,34597.0,12.2,1
25417,Spain,"Rice, paddy",2000,70661,636.0,34597.0,17.47,1
25418,Spain,Sorghum,2000,47033,636.0,34597.0,17.15,1
25419,Spain,Sorghum,2000,47033,636.0,34597.0,12.2,1
25420,Spain,Sorghum,2000,47033,636.0,34597.0,17.47,1
25421,Spain,Soybeans,2000,21870,636.0,34597.0,17.15,1
25422,Spain,Soybeans,2000,21870,636.0,34597.0,12.2,1
25423,Spain,Soybeans,2000,21870,636.0,34597.0,17.47,1
25424,Spain,Sweet potatoes,2000,149938,636.0,34597.0,17.15,1
25425,Spain,Sweet potatoes,2000,149938,636.0,34597.0,12.2,1
25426,Spain,Sweet potatoes,2000,149938,636.0,34597.0,17.47,1
25427,Spain,Wheat,2000,30997,636.0,34597.0,17.15,1
25428,Spain,Wheat,2000,30997,636.0,34597.0,12.2,1
25429,Spain,Wheat,2000,30997,636.0,34597.0,17.47,1
25430,Spain,Maize,2001,97208,636.0,35700.0,17.27,1
25431,Spain,Maize,2001,97208,636.0,35700.0,12.33,1
25432,Spain,Maize,2001,97208,636.0,35700.0,17.84,1
25433,Spain,Potatoes,2001,259926,636.0,35700.0,17.27,1
25434,Spain,Potatoes,2001,259926,636.0,35700.0,12.33,1
25435,Spain,Potatoes,2001,259926,636.0,35700.0,17.84,1
25436,Spain,"Rice, paddy",2001,75795,636.0,35700.0,17.27,1
25437,Spain,"Rice, paddy",2001,75795,636.0,35700.0,12.33,1
25438,Spain,"Rice, paddy",2001,75795,636.0,35700.0,17.84,1
25439,Spain,Sorghum,2001,38704,636.0,35700.0,17.27,1
25440,Spain,Sorghum,2001,38704,636.0,35700.0,12.33,1
25441,Spain,Sorghum,2001,38704,636.0,35700.0,17.84,1
25442,Spain,Soybeans,2001,26795,636.0,35700.0,17.27,1
25443,Spain,Soybeans,2001,26795,636.0,35700.0,12.33,1
25444,Spain,Soybeans,2001,26795,636.0,35700.0,17.84,1
25445,Spain,Sweet potatoes,2001,195766,636.0,35700.0,17.27,1
25446,Spain,Sweet potatoes,2001,195766,636.0,35700.0,12.33,1
25447,Spain,Sweet potatoes,2001,195766,636.0,35700.0,17.84,1
25448,Spain,Wheat,2001,23003,636.0,35700.0,17.27,1
25449,Spain,Wheat,2001,23003,636.0,35700.0,12.33,1
25450,Spain,Wheat,2001,23003,636.0,35700.0,17.84,1
25451,Spain,Maize,2002,95142,636.0,40727.0,17.16,1
25452,Spain,Maize,2002,95142,636.0,40727.0,12.52,1
25453,Spain,Maize,2002,95142,636.0,40727.0,17.51,1
25454,Spain,Potatoes,2002,279460,636.0,40727.0,17.16,1
25455,Spain,Potatoes,2002,279460,636.0,40727.0,12.52,1
25456,Spain,Potatoes,2002,279460,636.0,40727.0,17.51,1
25457,Spain,"Rice, paddy",2002,72172,636.0,40727.0,17.16,1
25458,Spain,"Rice, paddy",2002,72172,636.0,40727.0,12.52,1
25459,Spain,"Rice, paddy",2002,72172,636.0,40727.0,17.51,1
25460,Spain,Sorghum,2002,37970,636.0,40727.0,17.16,1
25461,Spain,Sorghum,2002,37970,636.0,40727.0,12.52,1
25462,Spain,Sorghum,2002,37970,636.0,40727.0,17.51,1
25463,Spain,Soybeans,2002,26667,636.0,40727.0,17.16,1
25464,Spain,Soybeans,2002,26667,636.0,40727.0,12.52,1
25465,Spain,Soybeans,2002,26667,636.0,40727.0,17.51,1
25466,Spain,Sweet potatoes,2002,171349,636.0,40727.0,17.16,1
25467,Spain,Sweet potatoes,2002,171349,636.0,40727.0,12.52,1
25468,Spain,Sweet potatoes,2002,171349,636.0,40727.0,17.51,1
25469,Spain,Wheat,2002,28347,636.0,40727.0,17.16,1
25470,Spain,Wheat,2002,28347,636.0,40727.0,12.52,1
25471,Spain,Wheat,2002,28347,636.0,40727.0,17.51,1
25472,Spain,Maize,2004,100691,636.0,47445.0,17.12,1
25473,Spain,Maize,2004,100691,636.0,47445.0,12.17,1
25474,Spain,Maize,2004,100691,636.0,47445.0,17.41,1
25475,Spain,Potatoes,2004,271599,636.0,47445.0,17.12,1
25476,Spain,Potatoes,2004,271599,636.0,47445.0,12.17,1
25477,Spain,Potatoes,2004,271599,636.0,47445.0,17.41,1
25478,Spain,"Rice, paddy",2004,72015,636.0,47445.0,17.12,1
25479,Spain,"Rice, paddy",2004,72015,636.0,47445.0,12.17,1
25480,Spain,"Rice, paddy",2004,72015,636.0,47445.0,17.41,1
25481,Spain,Sorghum,2004,34355,636.0,47445.0,17.12,1
25482,Spain,Sorghum,2004,34355,636.0,47445.0,12.17,1
25483,Spain,Sorghum,2004,34355,636.0,47445.0,17.41,1
25484,Spain,Soybeans,2004,26622,636.0,47445.0,17.12,1
25485,Spain,Soybeans,2004,26622,636.0,47445.0,12.17,1
25486,Spain,Soybeans,2004,26622,636.0,47445.0,17.41,1
25487,Spain,Sweet potatoes,2004,165915,636.0,47445.0,17.12,1
25488,Spain,Sweet potatoes,2004,165915,636.0,47445.0,12.17,1
25489,Spain,Sweet potatoes,2004,165915,636.0,47445.0,17.41,1
25490,Spain,Wheat,2004,32628,636.0,47445.0,17.12,1
25491,Spain,Wheat,2004,32628,636.0,47445.0,12.17,1
25492,Spain,Wheat,2004,32628,636.0,47445.0,17.41,1
25493,Spain,Maize,2005,96099,636.0,41017.0,16.69,1
25494,Spain,Maize,2005,96099,636.0,41017.0,12.26,1
25495,Spain,Maize,2005,96099,636.0,41017.0,16.97,1
25496,Spain,Potatoes,2005,269844,636.0,41017.0,16.69,1
25497,Spain,Potatoes,2005,269844,636.0,41017.0,12.26,1
25498,Spain,Potatoes,2005,269844,636.0,41017.0,16.97,1
25499,Spain,"Rice, paddy",2005,69166,636.0,41017.0,16.69,1
25500,Spain,"Rice, paddy",2005,69166,636.0,41017.0,12.26,1
25501,Spain,"Rice, paddy",2005,69166,636.0,41017.0,16.97,1
25502,Spain,Sorghum,2005,33972,636.0,41017.0,16.69,1
25503,Spain,Sorghum,2005,33972,636.0,41017.0,12.26,1
25504,Spain,Sorghum,2005,33972,636.0,41017.0,16.97,1
25505,Spain,Soybeans,2005,24907,636.0,41017.0,16.69,1
25506,Spain,Soybeans,2005,24907,636.0,41017.0,12.26,1
25507,Spain,Soybeans,2005,24907,636.0,41017.0,16.97,1
25508,Spain,Sweet potatoes,2005,161439,636.0,41017.0,16.69,1
25509,Spain,Sweet potatoes,2005,161439,636.0,41017.0,12.26,1
25510,Spain,Sweet potatoes,2005,161439,636.0,41017.0,16.97,1
25511,Spain,Wheat,2005,17707,636.0,41017.0,16.69,1
25512,Spain,Wheat,2005,17707,636.0,41017.0,12.26,1
25513,Spain,Wheat,2005,17707,636.0,41017.0,16.97,1
25514,Spain,Maize,2006,97437,636.0,39767.0,17.81,1
25515,Spain,Maize,2006,97437,636.0,39767.0,13.06,1
25516,Spain,Maize,2006,97437,636.0,39767.0,17.97,1
25517,Spain,Potatoes,2006,288421,636.0,39767.0,17.81,1
25518,Spain,Potatoes,2006,288421,636.0,39767.0,13.06,1
25519,Spain,Potatoes,2006,288421,636.0,39767.0,17.97,1
25520,Spain,"Rice, paddy",2006,67992,636.0,39767.0,17.81,1
25521,Spain,"Rice, paddy",2006,67992,636.0,39767.0,13.06,1
25522,Spain,"Rice, paddy",2006,67992,636.0,39767.0,17.97,1
25523,Spain,Sorghum,2006,37858,636.0,39767.0,17.81,1
25524,Spain,Sorghum,2006,37858,636.0,39767.0,13.06,1
25525,Spain,Sorghum,2006,37858,636.0,39767.0,17.97,1
25526,Spain,Soybeans,2006,24111,636.0,39767.0,17.81,1
25527,Spain,Soybeans,2006,24111,636.0,39767.0,13.06,1
25528,Spain,Soybeans,2006,24111,636.0,39767.0,17.97,1
25529,Spain,Sweet potatoes,2006,168349,636.0,39767.0,17.81,1
25530,Spain,Sweet potatoes,2006,168349,636.0,39767.0,13.06,1
25531,Spain,Sweet potatoes,2006,168349,636.0,39767.0,17.97,1
25532,Spain,Wheat,2006,28755,636.0,39767.0,17.81,1
25533,Spain,Wheat,2006,28755,636.0,39767.0,13.06,1
25534,Spain,Wheat,2006,28755,636.0,39767.0,17.97,1
25535,Spain,Maize,2007,100027,636.0,39286.0,17.24,1
25536,Spain,Maize,2007,100027,636.0,39286.0,11.89,1
25537,Spain,Maize,2007,100027,636.0,39286.0,17.41,1
25538,Spain,Potatoes,2007,289238,636.0,39286.0,17.24,1
25539,Spain,Potatoes,2007,289238,636.0,39286.0,11.89,1
25540,Spain,Potatoes,2007,289238,636.0,39286.0,17.41,1
25541,Spain,"Rice, paddy",2007,71228,636.0,39286.0,17.24,1
25542,Spain,"Rice, paddy",2007,71228,636.0,39286.0,11.89,1
25543,Spain,"Rice, paddy",2007,71228,636.0,39286.0,17.41,1
25544,Spain,Sorghum,2007,36620,636.0,39286.0,17.24,1
25545,Spain,Sorghum,2007,36620,636.0,39286.0,11.89,1
25546,Spain,Sorghum,2007,36620,636.0,39286.0,17.41,1
25547,Spain,Soybeans,2007,26744,636.0,39286.0,17.24,1
25548,Spain,Soybeans,2007,26744,636.0,39286.0,11.89,1
25549,Spain,Soybeans,2007,26744,636.0,39286.0,17.41,1
25550,Spain,Sweet potatoes,2007,168802,636.0,39286.0,17.24,1
25551,Spain,Sweet potatoes,2007,168802,636.0,39286.0,11.89,1
25552,Spain,Sweet potatoes,2007,168802,636.0,39286.0,17.41,1
25553,Spain,Wheat,2007,35692,636.0,39286.0,17.24,1
25554,Spain,Wheat,2007,35692,636.0,39286.0,11.89,1
25555,Spain,Wheat,2007,35692,636.0,39286.0,17.41,1
25556,Spain,Maize,2008,99061,636.0,40719.0,16.92,1
25557,Spain,Maize,2008,99061,636.0,40719.0,11.92,1
25558,Spain,Maize,2008,99061,636.0,40719.0,17.21,1
25559,Spain,Potatoes,2008,262166,636.0,40719.0,16.92,1
25560,Spain,Potatoes,2008,262166,636.0,40719.0,11.92,1
25561,Spain,Potatoes,2008,262166,636.0,40719.0,17.21,1
25562,Spain,"Rice, paddy",2008,69220,636.0,40719.0,16.92,1
25563,Spain,"Rice, paddy",2008,69220,636.0,40719.0,11.92,1
25564,Spain,"Rice, paddy",2008,69220,636.0,40719.0,17.21,1
25565,Spain,Sorghum,2008,32797,636.0,40719.0,16.92,1
25566,Spain,Sorghum,2008,32797,636.0,40719.0,11.92,1
25567,Spain,Sorghum,2008,32797,636.0,40719.0,17.21,1
25568,Spain,Soybeans,2008,29801,636.0,40719.0,16.92,1
25569,Spain,Soybeans,2008,29801,636.0,40719.0,11.92,1
25570,Spain,Soybeans,2008,29801,636.0,40719.0,17.21,1
25571,Spain,Sweet potatoes,2008,171052,636.0,40719.0,16.92,1
25572,Spain,Sweet potatoes,2008,171052,636.0,40719.0,11.92,1
25573,Spain,Sweet potatoes,2008,171052,636.0,40719.0,17.21,1
25574,Spain,Wheat,2008,32483,636.0,40719.0,16.92,1
25575,Spain,Wheat,2008,32483,636.0,40719.0,11.92,1
25576,Spain,Wheat,2008,32483,636.0,40719.0,17.21,1
25577,Spain,Maize,2009,100749,636.0,35199.0,17.45,1
25578,Spain,Maize,2009,100749,636.0,35199.0,12.96,1
25579,Spain,Maize,2009,100749,636.0,35199.0,17.61,1
25580,Spain,Potatoes,2009,318545,636.0,35199.0,17.45,1
25581,Spain,Potatoes,2009,318545,636.0,35199.0,12.96,1
25582,Spain,Potatoes,2009,318545,636.0,35199.0,17.61,1
25583,Spain,"Rice, paddy",2009,76593,636.0,35199.0,17.45,1
25584,Spain,"Rice, paddy",2009,76593,636.0,35199.0,12.96,1
25585,Spain,"Rice, paddy",2009,76593,636.0,35199.0,17.61,1
25586,Spain,Sorghum,2009,43472,636.0,35199.0,17.45,1
25587,Spain,Sorghum,2009,43472,636.0,35199.0,12.96,1
25588,Spain,Sorghum,2009,43472,636.0,35199.0,17.61,1
25589,Spain,Soybeans,2009,22189,636.0,35199.0,17.45,1
25590,Spain,Soybeans,2009,22189,636.0,35199.0,12.96,1
25591,Spain,Soybeans,2009,22189,636.0,35199.0,17.61,1
25592,Spain,Sweet potatoes,2009,172128,636.0,35199.0,17.45,1
25593,Spain,Sweet potatoes,2009,172128,636.0,35199.0,12.96,1
25594,Spain,Sweet potatoes,2009,172128,636.0,35199.0,17.61,1
25595,Spain,Wheat,2009,27103,636.0,35199.0,17.45,1
25596,Spain,Wheat,2009,27103,636.0,35199.0,12.96,1
25597,Spain,Wheat,2009,27103,636.0,35199.0,17.61,1
25598,Spain,Maize,2010,105553,636.0,39043.0,16.51,1
25599,Spain,Maize,2010,105553,636.0,39043.0,12.01,1
25600,Spain,Maize,2010,105553,636.0,39043.0,16.83,1
25601,Spain,Potatoes,2010,293910,636.0,39043.0,16.51,1
25602,Spain,Potatoes,2010,293910,636.0,39043.0,12.01,1
25603,Spain,Potatoes,2010,293910,636.0,39043.0,16.83,1
25604,Spain,"Rice, paddy",2010,75936,636.0,39043.0,16.51,1
25605,Spain,"Rice, paddy",2010,75936,636.0,39043.0,12.01,1
25606,Spain,"Rice, paddy",2010,75936,636.0,39043.0,16.83,1
25607,Spain,Sorghum,2010,51206,636.0,39043.0,16.51,1
25608,Spain,Sorghum,2010,51206,636.0,39043.0,12.01,1
25609,Spain,Sorghum,2010,51206,636.0,39043.0,16.83,1
25610,Spain,Soybeans,2010,23655,636.0,39043.0,16.51,1
25611,Spain,Soybeans,2010,23655,636.0,39043.0,12.01,1
25612,Spain,Soybeans,2010,23655,636.0,39043.0,16.83,1
25613,Spain,Sweet potatoes,2010,187394,636.0,39043.0,16.51,1
25614,Spain,Sweet potatoes,2010,187394,636.0,39043.0,12.01,1
25615,Spain,Sweet potatoes,2010,187394,636.0,39043.0,16.83,1
25616,Spain,Wheat,2010,30498,636.0,39043.0,16.51,1
25617,Spain,Wheat,2010,30498,636.0,39043.0,12.01,1
25618,Spain,Wheat,2010,30498,636.0,39043.0,16.83,1
25619,Spain,Maize,2011,113738,636.0,53549.0,17.9,1
25620,Spain,Maize,2011,113738,636.0,53549.0,13.28,1
25621,Spain,Maize,2011,113738,636.0,53549.0,17.98,1
25622,Spain,Potatoes,2011,307406,636.0,53549.0,17.9,1
25623,Spain,Potatoes,2011,307406,636.0,53549.0,13.28,1
25624,Spain,Potatoes,2011,307406,636.0,53549.0,17.98,1
25625,Spain,"Rice, paddy",2011,75800,636.0,53549.0,17.9,1
25626,Spain,"Rice, paddy",2011,75800,636.0,53549.0,13.28,1
25627,Spain,"Rice, paddy",2011,75800,636.0,53549.0,17.98,1
25628,Spain,Sorghum,2011,43201,636.0,53549.0,17.9,1
25629,Spain,Sorghum,2011,43201,636.0,53549.0,13.28,1
25630,Spain,Sorghum,2011,43201,636.0,53549.0,17.98,1
25631,Spain,Soybeans,2011,24893,636.0,53549.0,17.9,1
25632,Spain,Soybeans,2011,24893,636.0,53549.0,13.28,1
25633,Spain,Soybeans,2011,24893,636.0,53549.0,17.98,1
25634,Spain,Sweet potatoes,2011,179410,636.0,53549.0,17.9,1
25635,Spain,Sweet potatoes,2011,179410,636.0,53549.0,13.28,1
25636,Spain,Sweet potatoes,2011,179410,636.0,53549.0,17.98,1
25637,Spain,Wheat,2011,34475,636.0,53549.0,17.9,1
25638,Spain,Wheat,2011,34475,636.0,53549.0,13.28,1
25639,Spain,Wheat,2011,34475,636.0,53549.0,17.98,1
25640,Spain,Maize,2012,109164,636.0,48668.0,17.51,1
25641,Spain,Maize,2012,109164,636.0,48668.0,12.33,1
25642,Spain,Maize,2012,109164,636.0,48668.0,17.65,1
25643,Spain,Potatoes,2012,304387,636.0,48668.0,17.51,1
25644,Spain,Potatoes,2012,304387,636.0,48668.0,12.33,1
25645,Spain,Potatoes,2012,304387,636.0,48668.0,17.65,1
25646,Spain,"Rice, paddy",2012,79739,636.0,48668.0,17.51,1
25647,Spain,"Rice, paddy",2012,79739,636.0,48668.0,12.33,1
25648,Spain,"Rice, paddy",2012,79739,636.0,48668.0,17.65,1
25649,Spain,Sorghum,2012,35584,636.0,48668.0,17.51,1
25650,Spain,Sorghum,2012,35584,636.0,48668.0,12.33,1
25651,Spain,Sorghum,2012,35584,636.0,48668.0,17.65,1
25652,Spain,Soybeans,2012,27713,636.0,48668.0,17.51,1
25653,Spain,Soybeans,2012,27713,636.0,48668.0,12.33,1
25654,Spain,Soybeans,2012,27713,636.0,48668.0,17.65,1
25655,Spain,Sweet potatoes,2012,164267,636.0,48668.0,17.51,1
25656,Spain,Sweet potatoes,2012,164267,636.0,48668.0,12.33,1
25657,Spain,Sweet potatoes,2012,164267,636.0,48668.0,17.65,1
25658,Spain,Wheat,2012,23718,636.0,48668.0,17.51,1
25659,Spain,Wheat,2012,23718,636.0,48668.0,12.33,1
25660,Spain,Wheat,2012,23718,636.0,48668.0,17.65,1
25661,Spain,Maize,2013,110445,636.0,54197.0,17.0,1
25662,Spain,Maize,2013,110445,636.0,54197.0,12.68,1
25663,Spain,Maize,2013,110445,636.0,54197.0,17.46,1
25664,Spain,Potatoes,2013,309367,636.0,54197.0,17.0,1
25665,Spain,Potatoes,2013,309367,636.0,54197.0,12.68,1
25666,Spain,Potatoes,2013,309367,636.0,54197.0,17.46,1
25667,Spain,"Rice, paddy",2013,77902,636.0,54197.0,17.0,1
25668,Spain,"Rice, paddy",2013,77902,636.0,54197.0,12.68,1
25669,Spain,"Rice, paddy",2013,77902,636.0,54197.0,17.46,1
25670,Spain,Sorghum,2013,50111,636.0,54197.0,17.0,1
25671,Spain,Sorghum,2013,50111,636.0,54197.0,12.68,1
25672,Spain,Sorghum,2013,50111,636.0,54197.0,17.46,1
25673,Spain,Soybeans,2013,28000,636.0,54197.0,17.0,1
25674,Spain,Soybeans,2013,28000,636.0,54197.0,12.68,1
25675,Spain,Soybeans,2013,28000,636.0,54197.0,17.46,1
25676,Spain,Sweet potatoes,2013,161919,636.0,54197.0,17.0,1
25677,Spain,Sweet potatoes,2013,161919,636.0,54197.0,12.68,1
25678,Spain,Sweet potatoes,2013,161919,636.0,54197.0,17.46,1
25679,Spain,Wheat,2013,36447,636.0,54197.0,17.0,1
25680,Spain,Wheat,2013,36447,636.0,54197.0,12.68,1
25681,Spain,Wheat,2013,36447,636.0,54197.0,17.46,1
25682,Sri Lanka,Cassava,1990,87717,1712.0,1571.33,26.53,1
25683,Sri Lanka,Maize,1990,11227,1712.0,1571.33,26.53,1
25684,Sri Lanka,Plantains and others,1990,140381,1712.0,1571.33,26.53,1
25685,Sri Lanka,Potatoes,1990,110520,1712.0,1571.33,26.53,1
25686,Sri Lanka,"Rice, paddy",1990,30643,1712.0,1571.33,26.53,1
25687,Sri Lanka,Sorghum,1990,7143,1712.0,1571.33,26.53,1
25688,Sri Lanka,Soybeans,1990,8040,1712.0,1571.33,26.53,1
25689,Sri Lanka,Sweet potatoes,1990,64750,1712.0,1571.33,26.53,1
25690,Sri Lanka,Cassava,1991,92373,1712.0,1409.15,26.53,1
25691,Sri Lanka,Maize,1991,11916,1712.0,1409.15,26.53,1
25692,Sri Lanka,Plantains and others,1991,129648,1712.0,1409.15,26.53,1
25693,Sri Lanka,Potatoes,1991,104522,1712.0,1409.15,26.53,1
25694,Sri Lanka,"Rice, paddy",1991,30215,1712.0,1409.15,26.53,1
25695,Sri Lanka,Sorghum,1991,6911,1712.0,1409.15,26.53,1
25696,Sri Lanka,Soybeans,1991,9747,1712.0,1409.15,26.53,1
25697,Sri Lanka,Sweet potatoes,1991,65460,1712.0,1409.15,26.53,1
25698,Sri Lanka,Cassava,1992,88453,1712.0,2144.31,26.26,1
25699,Sri Lanka,Maize,1992,10390,1712.0,2144.31,26.26,1
25700,Sri Lanka,Plantains and others,1992,131963,1712.0,2144.31,26.26,1
25701,Sri Lanka,Potatoes,1992,110108,1712.0,2144.31,26.26,1
25702,Sri Lanka,"Rice, paddy",1992,30544,1712.0,2144.31,26.26,1
25703,Sri Lanka,Sorghum,1992,7034,1712.0,2144.31,26.26,1
25704,Sri Lanka,Soybeans,1992,9905,1712.0,2144.31,26.26,1
25705,Sri Lanka,Sweet potatoes,1992,60568,1712.0,2144.31,26.26,1
25706,Sri Lanka,Cassava,1993,93405,1712.0,1753.2,26.37,1
25707,Sri Lanka,Maize,1993,9712,1712.0,1753.2,26.37,1
25708,Sri Lanka,Plantains and others,1993,136250,1712.0,1753.2,26.37,1
25709,Sri Lanka,Potatoes,1993,112006,1712.0,1753.2,26.37,1
25710,Sri Lanka,"Rice, paddy",1993,31350,1712.0,1753.2,26.37,1
25711,Sri Lanka,Sorghum,1993,6154,1712.0,1753.2,26.37,1
25712,Sri Lanka,Soybeans,1993,9389,1712.0,1753.2,26.37,1
25713,Sri Lanka,Sweet potatoes,1993,68502,1712.0,1753.2,26.37,1
25714,Sri Lanka,Cassava,1994,89267,1712.0,1860.7,26.34,1
25715,Sri Lanka,Maize,1994,10032,1712.0,1860.7,26.34,1
25716,Sri Lanka,Plantains and others,1994,136905,1712.0,1860.7,26.34,1
25717,Sri Lanka,Potatoes,1994,110104,1712.0,1860.7,26.34,1
25718,Sri Lanka,"Rice, paddy",1994,29933,1712.0,1860.7,26.34,1
25719,Sri Lanka,Sorghum,1994,7132,1712.0,1860.7,26.34,1
25720,Sri Lanka,Soybeans,1994,10167,1712.0,1860.7,26.34,1
25721,Sri Lanka,Sweet potatoes,1994,68593,1712.0,1860.7,26.34,1
25722,Sri Lanka,Cassava,1995,90241,1712.0,1735.5,26.59,1
25723,Sri Lanka,Maize,1995,9695,1712.0,1735.5,26.59,1
25724,Sri Lanka,Plantains and others,1995,131818,1712.0,1735.5,26.59,1
25725,Sri Lanka,Potatoes,1995,109931,1712.0,1735.5,26.59,1
25726,Sri Lanka,"Rice, paddy",1995,31586,1712.0,1735.5,26.59,1
25727,Sri Lanka,Sorghum,1995,9212,1712.0,1735.5,26.59,1
25728,Sri Lanka,Soybeans,1995,10034,1712.0,1735.5,26.59,1
25729,Sri Lanka,Sweet potatoes,1995,67751,1712.0,1735.5,26.59,1
25730,Sri Lanka,Cassava,1996,87529,1712.0,1654.41,26.38,1
25731,Sri Lanka,Maize,1996,10669,1712.0,1654.41,26.38,1
25732,Sri Lanka,Plantains and others,1996,128883,1712.0,1654.41,26.38,1
25733,Sri Lanka,Potatoes,1996,127136,1712.0,1654.41,26.38,1
25734,Sri Lanka,"Rice, paddy",1996,31231,1712.0,1654.41,26.38,1
25735,Sri Lanka,Sorghum,1996,9510,1712.0,1654.41,26.38,1
25736,Sri Lanka,Soybeans,1996,8551,1712.0,1654.41,26.38,1
25737,Sri Lanka,Sweet potatoes,1996,65106,1712.0,1654.41,26.38,1
25738,Sri Lanka,Cassava,1997,86564,1712.0,1622.4,26.66,1
25739,Sri Lanka,Maize,1997,9959,1712.0,1622.4,26.66,1
25740,Sri Lanka,Plantains and others,1997,124786,1712.0,1622.4,26.66,1
25741,Sri Lanka,Potatoes,1997,102773,1712.0,1622.4,26.66,1
25742,Sri Lanka,"Rice, paddy",1997,32451,1712.0,1622.4,26.66,1
25743,Sri Lanka,Sorghum,1997,9078,1712.0,1622.4,26.66,1
25744,Sri Lanka,Soybeans,1997,8451,1712.0,1622.4,26.66,1
25745,Sri Lanka,Sweet potatoes,1997,60379,1712.0,1622.4,26.66,1
25746,Sri Lanka,Cassava,1998,85535,1712.0,1532.41,27.13,1
25747,Sri Lanka,Maize,1998,11371,1712.0,1532.41,27.13,1
25748,Sri Lanka,Plantains and others,1998,119608,1712.0,1532.41,27.13,1
25749,Sri Lanka,Potatoes,1998,111254,1712.0,1532.41,27.13,1
25750,Sri Lanka,"Rice, paddy",1998,35102,1712.0,1532.41,27.13,1
25751,Sri Lanka,Sorghum,1998,7000,1712.0,1532.41,27.13,1
25752,Sri Lanka,Soybeans,1998,9345,1712.0,1532.41,27.13,1
25753,Sri Lanka,Sweet potatoes,1998,60640,1712.0,1532.41,27.13,1
25754,Sri Lanka,Cassava,1999,85460,1712.0,1766.91,26.32,1
25755,Sri Lanka,Maize,1999,10897,1712.0,1766.91,26.32,1
25756,Sri Lanka,Plantains and others,1999,118269,1712.0,1766.91,26.32,1
25757,Sri Lanka,Potatoes,1999,125207,1712.0,1766.91,26.32,1
25758,Sri Lanka,"Rice, paddy",1999,32810,1712.0,1766.91,26.32,1
25759,Sri Lanka,Sorghum,1999,7000,1712.0,1766.91,26.32,1
25760,Sri Lanka,Soybeans,1999,9756,1712.0,1766.91,26.32,1
25761,Sri Lanka,Sweet potatoes,1999,61575,1712.0,1766.91,26.32,1
25762,Sri Lanka,Cassava,2000,84330,1712.0,1695.71,26.43,1
25763,Sri Lanka,Maize,2000,10838,1712.0,1695.71,26.43,1
25764,Sri Lanka,Plantains and others,2000,119608,1712.0,1695.71,26.43,1
25765,Sri Lanka,Potatoes,2000,132921,1712.0,1695.71,26.43,1
25766,Sri Lanka,"Rice, paddy",2000,34374,1712.0,1695.71,26.43,1
25767,Sri Lanka,Sorghum,2000,7500,1712.0,1695.71,26.43,1
25768,Sri Lanka,Soybeans,2000,9275,1712.0,1695.71,26.43,1
25769,Sri Lanka,Sweet potatoes,2000,62724,1712.0,1695.71,26.43,1
25770,Sri Lanka,Cassava,2001,85560,1712.0,1705.05,26.63,1
25771,Sri Lanka,Maize,2001,11182,1712.0,1705.05,26.63,1
25772,Sri Lanka,Plantains and others,2001,118178,1712.0,1705.05,26.63,1
25773,Sri Lanka,Potatoes,2001,135718,1712.0,1705.05,26.63,1
25774,Sri Lanka,"Rice, paddy",2001,35228,1712.0,1705.05,26.63,1
25775,Sri Lanka,Sorghum,2001,7143,1712.0,1705.05,26.63,1
25776,Sri Lanka,Soybeans,2001,9688,1712.0,1705.05,26.63,1
25777,Sri Lanka,Sweet potatoes,2001,61834,1712.0,1705.05,26.63,1
25778,Sri Lanka,Cassava,2002,85284,1712.0,1714.39,26.74,1
25779,Sri Lanka,Maize,2002,11282,1712.0,1714.39,26.74,1
25780,Sri Lanka,Plantains and others,2002,118000,1712.0,1714.39,26.74,1
25781,Sri Lanka,Potatoes,2002,134206,1712.0,1714.39,26.74,1
25782,Sri Lanka,"Rice, paddy",2002,34889,1712.0,1714.39,26.74,1
25783,Sri Lanka,Sorghum,2002,6818,1712.0,1714.39,26.74,1
25784,Sri Lanka,Soybeans,2002,9206,1712.0,1714.39,26.74,1
25785,Sri Lanka,Sweet potatoes,2002,61636,1712.0,1714.39,26.74,1
25786,Sri Lanka,Cassava,2004,95411,1712.0,1733.07,26.64,1
25787,Sri Lanka,Maize,2004,15023,1712.0,1733.07,26.64,1
25788,Sri Lanka,Plantains and others,2004,107185,1712.0,1733.07,26.64,1
25789,Sri Lanka,Potatoes,2004,148033,1712.0,1733.07,26.64,1
25790,Sri Lanka,"Rice, paddy",2004,36516,1712.0,1733.07,26.64,1
25791,Sri Lanka,Sorghum,2004,7714,1712.0,1733.07,26.64,1
25792,Sri Lanka,Soybeans,2004,14538,1712.0,1733.07,26.64,1
25793,Sri Lanka,Sweet potatoes,2004,61869,1712.0,1733.07,26.64,1
25794,Sri Lanka,Cassava,2005,95186,1712.0,1742.41,26.73,1
25795,Sri Lanka,Maize,2005,14713,1712.0,1742.41,26.73,1
25796,Sri Lanka,Plantains and others,2005,106604,1712.0,1742.41,26.73,1
25797,Sri Lanka,Potatoes,2005,141622,1712.0,1742.41,26.73,1
25798,Sri Lanka,"Rice, paddy",2005,35465,1712.0,1742.41,26.73,1
